Ticker,AvgDailyReturn,AnnReturn,DailyVol,AnnVol,SharpeRatio,Beta,TotalReturn,PredMeanDaily,PredCum21D,PredAnnReturn
AAPL,0.00046177571333093104,0.12337845235396783,0.020423391855579894,0.3242112946697183,0.26639256922674254,0.8601341206533809,0.06623904212101706,0.0024014406664535264,0.05165992635381156,0.8302225611750613
AMZN,0.0007808666635539927,0.21738073268392188,0.021368839870429503,0.3392198166187089,0.4916528782959319,0.9800446249508529,0.1485428099525825,-0.000643181884746541,-0.013420299018520598,-0.14967273110221369
JPM,0.001415024484548911,0.4280846184366629,0.016919950893380397,0.26859589355585806,1.2159015753470852,0.6981722704835893,0.3745672017626689,0.0011161222672280595,0.023702029220228127,0.3245939586775648
MSFT,0.0009358540174592545,0.26582606837748335,0.015602661540710397,0.2476845733645896,0.8310376766854373,0.6683239546383016,0.2261307732721951,0.0018426882284995273,0.03941789882453217,0.5903118442227282
NVDA,0.0017375581823792182,0.5488065930024211,0.031220340373695893,0.4956075388535321,0.8229589543836628,1.3699306732437289,0.366489361702129,0.003581656083382522,0.07797081817446339,1.4619773339806517
TSLA,0.003714955342583389,1.5457724699318303,0.0447157824416444,0.709841040121558,1.2765798187377775,2.0584849743071776,0.9818281185954318,0.0016040872596057942,0.03423171197667996,0.49766334814604085
XOM,-0.00019275617269961964,-0.04741814402733724,0.01471908989739196,0.2336583083622141,-0.3362797414355101,0.36490938172296805,-0.07262152056501991,0.0009495122856149119,0.020130231883791483,0.27018628340595985
