Date,Open,High,Low,Close,Volume,Ticker,Return,CumulativeReturn,RollingVol_21D,RollingVol_21D_Ann,RollingSharpe_21D,RunningMax,Drawdown,MarketReturn
2024-11-12,224.55,225.59,223.36,224.23,"40,398,301",AAPL,0.0,-0.041137481291426026,,,,236.48,-0.051801420838971546,-0.002635533833824501
2024-11-13,224.01,226.65,222.76,225.12,"48,566,219",AAPL,0.0039691388306650754,-0.03733162283515046,0.010495015230358272,0.16660320183217947,-2.6584114026415837,236.48,-0.04803788903924211,0.005947512065824413
2024-11-14,225.02,228.87,225.0,228.22,"44,923,941",AAPL,0.01377043354655294,-0.024075261920033952,0.010884222635706077,0.17278167785002949,-0.9921926555096693,236.48,-0.03492895805142082,-0.007629332615843849
2024-11-15,226.4,226.92,224.27,225.0,"47,923,699",AAPL,-0.014109192884059207,-0.03784477228992911,0.011253294140792082,0.17864050636077677,-2.0146557463821835,236.48,-0.04854533152909335,-0.011708964603681189
2024-11-18,225.25,229.74,225.17,228.02,"44,686,020",AAPL,0.013422222222222224,-0.024930511011331702,0.011325601542614338,0.1797883507798022,-1.9253249643434704,236.48,-0.03577469553450596,0.008757030905526677
2024-11-19,226.98,230.16,226.66,228.28,"36,211,770",AAPL,0.0011402508551880963,-0.023818687192644572,0.01120621722891018,0.17789318355278227,-2.293749820696604,236.48,-0.0346752368064952,0.009849834518247851
2024-11-20,228.06,229.93,225.89,229.0,"35,169,566",AAPL,0.0031540213772560666,-0.02073979046397223,0.011251169209637861,0.17860677412445355,-1.8965281056107652,236.48,-0.03163058186738832,-0.0035936346695568666
2024-11-21,228.88,230.16,225.71,228.52,"42,108,328",AAPL,-0.002096069868995576,-0.02279238828308694,0.01025415483436041,0.1627796615812102,-0.6414170178128468,236.48,-0.033660351826792834,-0.0003304397009403294
2024-11-22,228.06,230.72,228.06,229.87,"38,168,246",AAPL,0.005907579205321145,-0.017019456916826603,0.010345519708883665,0.16423003400054112,-0.14393408341049088,236.48,-0.027951623815967497,0.0042506898341324595
2024-11-25,231.46,233.25,229.74,232.87,"90,152,828",AAPL,0.013050854830991332,-0.004190720547359139,0.010712605379186124,0.17005733836139564,0.5248477744906292,236.48,-0.015265561569688724,-0.007147592928492208
2024-11-26,233.33,235.57,233.33,235.06,"45,986,191",AAPL,0.00940438871473348,0.005174257002352078,0.01074497354821994,0.1705711671153435,0.5798952758665751,236.48,-0.006004736129905264,0.007256548490673301
2024-11-27,234.47,235.69,233.81,234.93,"33,498,441",AAPL,-0.0005530502850336072,0.0046183450930084025,0.01074537074481895,0.170577472415879,0.4595862595836927,236.48,-0.006554465493910588,-0.007587181464468906
2024-11-29,234.81,237.81,233.97,237.33,"28,481,381",AAPL,0.010215808964372464,0.014881334188582507,0.010328106616473218,0.16395360972809334,2.344079180871886,237.33,0.0,0.011772419925262836
2024-12-02,237.27,240.79,237.16,239.59,"48,137,102",AAPL,0.009522605654573857,0.024545648920248242,0.009410847993481965,0.1493925805019069,4.800139326452568,239.59,0.0,0.009047168500681562
2024-12-03,239.81,242.76,238.9,242.65,"38,861,020",AAPL,0.012771818523310774,0.03763096001710542,0.008881067683401252,0.14098257880207338,7.303899015949518,242.65,0.0,0.002111939090349394
2024-12-04,242.87,244.11,241.25,243.01,"44,383,941",AAPL,0.0014836183803832448,0.03917040838144148,0.008708600814328477,0.13824475213228637,7.927794504622942,243.01,0.0,0.008104318657035616
2024-12-05,243.99,244.54,242.13,243.04,"40,033,879",AAPL,0.00012345170980609943,0.039298695745136,0.008741154963455263,0.1387615332286831,7.348023989456418,243.04,0.0,0.009661864362808295
2024-12-06,242.91,244.63,242.08,242.84,"36,870,621",AAPL,-0.0008229098090848375,0.03844344665383814,0.00865476111243005,0.13739007336097583,7.634842407583766,243.04,-0.0008229098090848375,0.009022498198141176
2024-12-09,241.83,247.24,241.75,246.75,"44,649,230",AAPL,0.016101136550815243,0.055163566388710894,0.00819492113487658,0.13009034002002381,7.577039768626212,246.75,0.0,-0.003826694708304133
2024-12-10,246.89,248.21,245.34,247.77,"36,914,809",AAPL,0.004133738601823644,0.059525336754329805,0.008070977396668533,0.1281227941728507,8.29466398131722,247.77,0.0,-0.0015264443421197926
2024-12-11,247.96,250.8,246.26,246.49,"45,205,809",AAPL,-0.005166081446502768,0.054051742570023764,0.007498974763292904,0.11904253386973487,9.619126264105844,247.77,-0.005166081446502768,0.016799049493225162
2024-12-12,246.89,248.74,245.68,247.96,"32,777,531",AAPL,0.005963730780153442,0.06033782339106297,0.007430903917554477,0.11796194269358856,10.313919096892294,247.96,0.0,-0.005331270184246522
2024-12-13,247.82,249.29,246.24,248.13,"33,155,289",AAPL,0.000685594450717808,0.06106478511866609,0.007484233331526731,0.11880852089520096,9.908779202233998,248.13,0.0,-0.0007837456823749843
2024-12-16,247.99,251.38,247.65,251.04,"51,694,754",AAPL,0.011727723370813736,0.07350865939704976,0.007372504479853021,0.1170348803604042,9.849498501949839,251.04,0.0,0.009600676658709926
2024-12-17,250.08,253.83,249.78,253.48,"51,356,359",AAPL,0.009719566602931717,0.0839426983108833,0.0060722179402339805,0.09639347145866389,14.925077091413968,253.48,0.0,0.0033247155677786594
2024-12-18,252.16,254.28,247.74,248.05,"56,774,102",AAPL,-0.021421808426700273,0.06072268548214699,0.008234720109553109,0.13072212915660053,7.807030312518213,253.48,-0.021421808426700273,-0.03533677909103415
2024-12-19,247.5,252.0,247.09,249.79,"60,882,262",AAPL,0.007014714775246844,0.06816335257643802,0.00823071732412678,0.1306585869078628,8.350351995254501,253.48,-0.014557361527536727,0.003739685242283614
2024-12-20,248.04,255.0,245.69,254.49,"147,495,297",AAPL,0.01881580527643223,0.0882617062219373,0.008808187970262097,0.13982564922254578,9.147009906871173,254.49,0.0,0.006368729639627186
2024-12-23,254.77,255.65,253.45,255.27,"40,858,770",AAPL,0.0030649534362843234,0.09159717767799891,0.008668989603007137,0.13761594364656865,9.743920964423175,255.27,0.0,0.009647961979277975
